題號,模式,範圍,題目,選擇題,答案,官方解釋,教師解釋
B1247,基礎模式,科目二（04）AI 應用規劃與專案導入,某製造業導入AI 進行生產排程，需整合ERP（企業資源規劃系統）訂單資料、設備感測器產生的連續數值紀錄，以及維修技師手寫異常描述（掃描為PDF）。資料治理主管需判斷三類資料的型態。下列何者最能正確對應其資料型態？,（A）ERP 訂單資料為半結構化、感測器數值為結構化、維修文字描述為非結構化；（B）ERP 訂單資料為結構化、感測器數值為結構化、維修文字描述為非結構化；（C）ERP 訂單資料為結構化、感測器數值為非結構化、維修文字描述為半結構化；（D）三者皆屬結構化資料，因為都可以轉換為數值格式後進行分析,B｜ERP 訂單資料為結構化、感測器數值為結構化、維修文字描述為非結構化,ERP 訂單資料通常具有固定欄位與明確資料表結構，例如訂單編號、日期、數量與客戶代碼，因此屬於結構化資料（Structured Data）；設備感測器產生的連續數值紀錄通常也以時間戳記搭配溫度、震動、壓力等固定欄位儲存，同樣屬於結構化資料；維修技師手寫異常描述即使掃描成 PDF，本質上仍缺乏固定欄位與一致結構，因此屬於非結構化資料（Unstructured Data）。所以答案是（B）。,可以把資料型態想成「有沒有固定欄位與一致格式」。ERP 像 Excel 表格，有訂單編號、日期、金額等欄位；感測器資料也常是一列一筆時間、一欄一個數值，所以兩者都是結構化資料。手寫維修紀錄掃描成 PDF 後，內容可能是自由文字、圖片甚至字跡，本身沒有固定欄位，所以是非結構化資料。**表格化固定欄位＝結構化；自由文字／掃描文件＝非結構化。**所以答案是（B）。
B1248,基礎模式,科目二（04）AI 應用規劃與專案導入,某能源公司以過去三年每小時用電資料建立需求預測模型，並以5-fold 交叉驗證評估，但上線後誤差偏高。技術主管認為問題出在資料分割方式。下列何者最能說明使用標準k-fold 交叉驗證的根本問題？,（A）k-fold 交叉驗證需要的計算資源過大，不適合處理三年以上的長期資料；（B）k-fold 交叉驗證會隨機分割資料，使訓練集中可能包含比測試集更晚的時間點，破壞時間依賴性；（C）k-fold 交叉驗證的折數設定過少，應改為10-fold 以提升驗證穩定性；（D）k-fold 交叉驗證僅適用於分類問題，不適合電力需求這類連續數值預測任務,B｜k-fold 交叉驗證會隨機分割資料，使訓練集中可能包含比測試集更晚的時間點，破壞時間依賴性,標準 k-fold 交叉驗證通常不保留時間先後順序，若直接套用於時間序列資料，可能使較晚時間點的資料進入訓練集，而較早時間點被放入驗證集，造成未來資訊洩漏（Temporal Leakage）並破壞真實預測情境中的時間依賴性。時間序列應採用依時間順序切分的方法，例如 Walk-forward Validation、Rolling Window 或 TimeSeriesSplit，因此答案是（B）。,可以把這題想成「預測未來時，不能把未來資料拿去教模型」。例如要驗證 2025 年 6 月的用電量，訓練資料裡卻因隨機切分混進 2025 年 9 月的資料，模型就等於偷看未來，離線驗證成績可能很好，但真正上線時就失準。問題不是 5-fold 太少，也不是 k-fold 只能做分類，而是時間序列不能隨機打散。所以答案是（B）。
B1249,基礎模式,科目二（04）AI 應用規劃與專案導入,某企業集團在多個領域導入AI 技術，應用於不同業務場景。請問下列哪一項最符合異常檢測（Anomaly Detection）的主要應用目標？,（A）分析客戶的消費行為資料，將客群依偏好進行分群，以制定差異化行銷策略；（B）根據歷史交易與客戶資料，建立模型預測未來可能發生違約的客戶；（C）彙整企業各部門的營運數據，建立儀表板供管理層追蹤關鍵績效指標（KPI）的變化；（D）從設備感測資料中，即時偵測出與正常運作模式顯著偏離的訊號，以預警可能發生的故障,D｜從設備感測資料中，即時偵測出與正常運作模式顯著偏離的訊號，以預警可能發生的故障,異常檢測（Anomaly Detection）的主要目標，是從大量資料中找出與正常模式顯著不同、罕見或可能代表異常事件的樣本。設備感測資料若出現偏離正常震動、溫度或壓力範圍的訊號，可作為設備故障的早期預警，因此答案是（D）。,可以把 Anomaly Detection 想成「從一堆正常資料裡，抓出那幾個看起來不對勁的」。例如機器平常震動值都很穩定，突然某段時間大幅偏高，就可能代表軸承磨損或設備即將故障。選項（A）是分群（Clustering），（B）是違約預測，屬於監督式預測任務，（C）則偏向商業智慧與儀表板。**找出偏離正常模式的異常訊號＝Anomaly Detection。**所以答案是（D）。
B1250,基礎模式,科目二（04）AI 應用規劃與專案導入,某企業於不同業務場景導入AI 應用。下列關於其應用情境與機器學習類型的敘述，何者正確？,（A）客服對話分析中，同時使用少量標註資料與大量未標註資料進行訓練，屬於監督式學習（Supervised Learning）；（B）商品分類系統依據顧客購買行為自動將商品分群，且未使用任何標註資料，屬於監督式學習（Supervised Learning）；（C）自動駕駛系統根據操作結果的回饋持續調整決策策略，屬於非監督式學習（Unsupervised Learning）；（D）使用者行為分析中，依據瀏覽與點擊模式將使用者分群，且未使用標註資料，屬於非監督式學習（Unsupervised Learning）,D｜使用者行為分析中，依據瀏覽與點擊模式將使用者分群，且未使用標註資料，屬於非監督式學習（Unsupervised Learning）,未使用標註資料，而是依據使用者的瀏覽、點擊或其他行為模式自動將資料分群，屬於非監督式學習（Unsupervised Learning）的典型應用。相較之下，少量標註加大量未標註資料較接近半監督式學習，而根據回饋持續調整決策策略則屬於強化學習，因此答案是（D）。,這題可以用三句話判斷：**有標籤學答案＝監督式；沒有標籤自己找群組＝非監督式；靠獎勵回饋學策略＝強化學習。**選項（A）其實是少量標註＋大量未標註，較接近 Semi-Supervised Learning；（B）沒有標籤卻說是監督式，所以錯；（C）依回饋調整策略其實是 Reinforcement Learning。只有（D）完全符合「無標註資料＋依行為模式分群」。所以答案是（D）。
B1251,基礎模式,科目二（04）AI 應用規劃與專案導入,某製造業評估在不同場景導入AI，包含：（甲）依據設備感測器數值判斷是否出現異常；（乙）依據客服對話內容判斷客戶情緒；（丙）依據產品影像輪廓直接進行瑕疵分類。下列哪一種情境最適合以自編碼器（Autoencoder）作為主要模型架構？,（A）甲；（B）乙；（C）丙；（D）甲與丙,A｜甲,自編碼器（Autoencoder）可透過將輸入資料壓縮至潛在表示後再重建原始資料，學習資料的主要結構與正常模式，因此常被應用於異常偵測（Anomaly Detection）。當設備感測器數值偏離正常分布時，模型的重建誤差通常會變大，可據此判斷可能存在異常，因此答案是（A）甲。,可以把 Autoencoder 想成「先學會正常資料長什麼樣，再看哪一筆資料重建不起來」。例如設備平常的溫度、震動、電流都有固定模式，Autoencoder 先用大量正常資料學習；如果之後出現異常感測值，重建結果會變差，重建誤差（Reconstruction Error）就可能升高。客服情緒分析通常較適合文字分類模型，影像瑕疵分類則常用 CNN 或其他影像分類模型。**正常模式學習＋重建誤差判斷異常＝Autoencoder 的典型用途。**所以答案是（A）。
B1252,基礎模式,科目二（04）AI 應用規劃與專案導入,某醫療AI 系統使用深度學習模型分析胸腔X 光影像，判斷患者是否罹患肺炎。醫院評估委員會要求系統必須能夠標示「影像中哪些區域對本次診斷判斷影響最大」，以供放射科醫師進行審核確認。下列哪一種可解釋AI 技術最能直接滿足「標示影像中對預測結果影響最大的區域」此一需求？,"（A）LIME（Local Interpretable Model-agnostic Explanations）；（B）SHAP（SHapley Additive exPlanations）；（C）部分依賴圖（Partial Dependence Plot, PDP）；（D）顯著性圖（Saliency Map）",D｜顯著性圖（Saliency Map）,顯著性圖（Saliency Map）可直接在輸入影像上標示哪些像素或區域對模型此次預測結果影響最大，因此特別適合用於醫療影像的局部可解釋性分析。對胸腔 X 光肺炎診斷而言，可協助放射科醫師確認模型主要依據哪些影像區域進行判斷，因此答案是（D）。,可以把 Saliency Map 想成「在 X 光片上畫出 AI 最在意的地方」。例如模型判斷病人可能有肺炎時，顯著性圖會把對這次預測影響最大的肺部區域標示出來，讓醫師確認 AI 是不是看到了真正的病灶，而不是被影像文字或其他雜訊誤導。LIME 和 SHAP 也能做解釋，但如果題目直接問「標示影像中哪個區域最重要」，Saliency Map 最直觀。**影像區域重要性視覺化＝Saliency Map。**所以答案是（D）。
B1253,基礎模式,科目二（04）AI 應用規劃與專案導入,某金融集團評估將大型語言模型導入客服與風控系統，團隊採用如120B 參數等級的超大型語言模型以確保回應品質。請問下列何者最能說明企業在正式環境部署超大型語言模型時，最需要優先考量的因素？,（A）模型參數量龐大，導致每次輸出結果差異極大，難以符合金融業對回應一致性的要求；（B）超大型模型無法支援批次處理，在高併發的客服場景下將造成嚴重的服務瓶頸；（C）推理延遲較高且運算資源消耗龐大，每次請求成本遠高於小型模型，需在模型效能與營運成本之間審慎權衡；（D）模型會依任務複雜度自動調整運算資源配置，因此不需特別考量推理成本,C｜推理延遲較高且運算資源消耗龐大，每次請求成本遠高於小型模型，需在模型效能與營運成本之間審慎權衡,超大型語言模型具有龐大的參數量，因此在正式部署時通常需要更多 GPU／加速器記憶體、運算資源與能源，並可能帶來較高的推理延遲與每次請求成本。企業必須在模型品質、回應速度、併發需求與總體營運成本之間進行權衡，因此答案是（C）。,可以把這題想成「模型越大，通常越吃硬體、越花錢，也可能越慢」。例如 120B 等級模型雖然可能帶來更好的語言能力，但金融客服每天如果有大量請求，每一筆都用超大型模型推論，GPU 成本與延遲就可能非常可觀。選項（A）把輸出差異直接歸因於參數量並不正確；（B）也不是說大型模型不能 Batch；（D）更不可能因此忽略成本。**大型模型部署的核心權衡＝品質 vs. 延遲／算力／成本。**所以答案是（C）。
B1254,基礎模式,科目二（04）AI 應用規劃與專案導入,某電商平台建置機器學習模型，用於預測用戶在瀏覽特定商品後的購買機率。模型上線初期表現穩定，但維運團隊在定期審查中發現兩種不同情形：情形甲：模型上線半年後恰逢消費趨勢轉變，過去高購買意願的用戶行為模式（如長時間停留商品頁）不再是強烈的購買訊號，即便輸入特徵分布與訓練期相近，模型預測準確率仍明顯下降。情形乙：平台新增了行動裝置端的入口，新用戶的年齡分布、裝置類型與使用時段特徵與原訓練資料差異顯著，導致模型對這批用戶的預測偏差增大。下列哪一項最能正確對應兩種情形所屬的模型劣化類型？,（A）甲為資料漂移（Data Drift）、乙為概念漂移（Concept Drift）；（B）甲為概念漂移（Concept Drift）、乙為資料漂移（Data Drift）；（C）甲為模型過擬合（Overfitting）、乙為資料漂移（Data Drift）；（D）甲與乙均屬概念漂移（Concept Drift），因為兩者都導致模型預測準確率下降,B｜甲為概念漂移（Concept Drift）、乙為資料漂移（Data Drift）,情形甲中，輸入特徵分布仍與訓練期相近，但「特徵與購買結果之間的關係」已改變，屬於概念漂移（Concept Drift）；情形乙則是新用戶的年齡、裝置類型與使用時段等輸入特徵分布與原訓練資料明顯不同，屬於資料漂移（Data Drift）。因此答案是（B）。,可以用一句話分辨：Data Drift 是「資料長得不一樣了」；Concept Drift 是「同樣的資料，代表的意思變了」。甲的例子中，「停留商品頁很久」以前代表高購買意願，現在卻不一定，這是特徵與結果的關係改變，所以是 Concept Drift。乙則是新進來的使用者本身年齡、裝置、時段分布都和以前不同，這是輸入資料分布改變，所以是 Data Drift。**甲＝Concept Drift；乙＝Data Drift。**所以答案是（B）。
B1255,基礎模式,科目二（04）AI 應用規劃與專案導入,"某客服主管希望在Low-Code 平台中設定自動化流程：當客戶訊息被AI 判定為 「退費意圖」，且退費金額大於10,000 元時，即自動發送緊急通知給主管。此需求最可能透過下列哪一種元件實現？",（A）條件分支（Branching / Router），依據多重條件判斷流程走向；（B）資料格式化（Formatter），用於整理與轉換流程中的資料格式；（C）迭代／迴圈（Iterator），逐筆處理多筆資料並依序執行流程；（D）陣列聚合器（Array Aggregator），將多筆資料整合後再進行後續處理,A｜條件分支（Branching / Router），依據多重條件判斷流程走向,"在 Low-Code 工作流中，若需要依照「退費意圖」與「金額大於 10,000 元」等多重條件決定後續流程走向，最適合使用條件分支（Branching／Router）元件。它可以根據條件判斷將資料導向不同處理路徑，例如符合條件時觸發緊急通知，因此答案是（A）。","可以把 Branching／Router 想成「流程中的 if...then... 判斷器」。例如設定：如果「意圖＝退費」而且「金額＞10,000 元」，就走到「通知主管」這條路；否則走一般客服流程。Formatter 是整理資料格式，Iterator 是逐筆跑資料，Array Aggregator 是把多筆資料合在一起。**多重條件判斷＋依結果走不同流程＝Branching／Router。**所以答案是（A）。"
B1256,基礎模式,科目二（04）AI 應用規劃與專案導入,某紡織品製造公司需建立品質控制流程：當AI 系統檢測到瑕疵產品時，自動通知品管人員、更新庫存系統，並生成品質報告。公司資訊人力僅兩人，主要負責系統維運，且不具備自行開發能力，若希望在不導入大型企業系統的情況下，快速完成流程建置，下列何者最適合？,（A）使用No-Code 工具串接AI 檢測、通知與報表功能，快速建立自動化流程；（B）委託外部專業團隊，依公司需求客製化所有功能模組後再上線使用；（C）導入具流程自動化功能的SaaS 平台，並進行系統整合與客製化設定；（D）使用試算表與簡易腳本輔助記錄與通知，逐步優化現有人工流程,A｜使用No-Code 工具串接AI 檢測、通知與報表功能，快速建立自動化流程,在資訊人力有限、缺乏自行開發能力，且希望快速完成 AI 檢測、通知、庫存更新與報表整合的情境下，No-Code 工具可透過視覺化流程與既有連接器快速串接不同服務，降低程式開發與維護門檻。因此答案是（A）。,可以把這題想成「人少、沒開發能力、又想快點做出來，就優先選 No-Code」。這家公司只要把「AI 偵測瑕疵 → 通知品管 → 更新庫存 → 產生報告」用拖拉式流程串起來，就能比完全客製開發更快上線。SaaS 也可能可行，但題目強調不導入大型系統、資訊人力少、要快速建置，因此 No-Code 更貼近需求。**低技術門檻＋快速串接＋流程自動化＝No-Code。**所以答案是（A）。
B1257,基礎模式,科目二（04）AI 應用規劃與專案導入,關於 AutoML 對企業導入 AI 應用的幫助，下列敘述何者最正確？,（A）AutoML 仍需使用者熟悉Python 與深度學習框架，否則無法進行模型訓練；（B）AutoML 可自動完成模型選擇、特徵處理與訓練流程，使非技術背景人員也能快速建立並上線模型；（C）AutoML 僅適用於文字情緒分析，若應用於其他預測任務需重新開發系統；（D）AutoML 產出的模型無法直接應用於實務場景，仍需完全重寫程式才能使用,B｜AutoML 可自動完成模型選擇、特徵處理與訓練流程，使非技術背景人員也能快速建立並上線模型,AutoML（Automated Machine Learning）的核心價值，是將部分機器學習流程自動化，例如資料前處理、特徵處理、模型選擇、超參數調校、訓練與評估，藉此降低 AI 導入門檻並加快模型開發速度。因此即使不是專業資料科學家，也能透過 AutoML 平台較快速建立可用模型，所以答案是（B）。,可以把 AutoML 想成「讓系統幫你自動試很多模型、調參數，再找出表現比較好的方案」。原本資料科學家要自己寫程式、比較演算法、調整參數，AutoML 可以把其中很多步驟自動化，所以企業不一定要有大量 AI 專家才能開始做模型。當然，實務上仍需要人員負責資料品質、需求定義與最終驗證，但不是一定要熟悉 Python 才能使用。**自動選模＋特徵處理＋訓練調校＋降低技術門檻＝AutoML。**所以答案是（B）。
B1258,基礎模式,科目二（04）AI 應用規劃與專案導入,某電商平台導入CLIP（Contrastive Language-Image Pre-training）模型，讓使用者能直接輸入文字描述來搜尋商品圖片。請問CLIP 模型是透過哪一種方式來衡量文字描述與圖片之間的相符程度？,（A）餘弦相似度（Cosine Similarity），計算文字與圖片在向量空間中的方向相似程度；（B）BLEU 分數，衡量文字描述與圖片標題之間的詞彙重疊程度；（C）交叉熵損失（Cross-Entropy Loss），用於衡量模型預測機率與實際標籤之間的差異；（D）F1 分數（F1 Score），綜合評估搜尋結果的精確率與召回率,A｜餘弦相似度（Cosine Similarity），計算文字與圖片在向量空間中的方向相似程度,CLIP（Contrastive Language-Image Pre-training）會將文字與圖片分別編碼成向量，並放入共同的嵌入空間（Embedding Space）中比較兩者的相似程度。常見方式是使用餘弦相似度（Cosine Similarity）衡量文字向量與圖片向量的方向是否接近，數值越高通常代表語意越相符，因此答案是（A）。,可以把 CLIP 想成「把一句話和一張圖片都翻譯成向量，再看兩個向量的方向有多像」。例如輸入「紅色運動鞋」，CLIP 會把這句文字轉成一個向量，也把每張商品圖片轉成向量，再比較 Cosine Similarity，分數越高的圖片就越可能符合搜尋文字。BLEU 是文字生成常見評估指標，F1 是分類評估指標，Cross-Entropy 則常作為訓練損失函數。**文字向量＋圖片向量＋餘弦相似度＝CLIP 的核心比對方式。**所以答案是（A）。
B1259,基礎模式,科目二（04）AI 應用規劃與專案導入,某律師事務所因業務量快速成長，正在評估導入生成式AI 工具以減輕律師的行政負擔，請問下列哪一項最符合生成式AI 目前在法律實務中的主要應用？,（A）快速爬梳大量相關判例、協助起草合約初稿並標記文件中的潛在風險條款；（B）根據案件事實與法條自動做出判決建議，並作為法官裁決依據直接採用；（C）在正式庭審中代替律師進行言詞答辯，並即時調整辯護策略；（D）分析嫌疑人的歷史行為模式，預測其未來可能再犯的時間與地點供執法單位參考,A｜快速爬梳大量相關判例、協助起草合約初稿並標記文件中的潛在風險條款,生成式 AI 目前在法律實務中的主要應用，多集中於法律研究、文件摘要、判例檢索、合約初稿撰寫與風險條款辨識等「輔助性」工作，以提升律師處理大量文件與行政工作的效率。至於直接做出司法裁判、取代律師庭審答辯，或預測個人未來犯罪行為，皆涉及高度法律、倫理與責任風險，並非生成式 AI 的主要實務定位，因此答案是（A）。,可以把法律 AI 想成「AI 當法律助理，不是當法官，也不是直接取代律師」。例如律師面對上百份判例或合約時，AI 可以先幫忙整理重點、草擬條款、找出可能有問題的責任條款，再由律師進行專業判斷與確認。選項（B）和（C）都把 AI 的角色拉得太高，直接碰到裁判與正式法律代理；（D）則是高風險的犯罪預測議題。**檢索＋摘要＋草擬＋風險提示＝目前法律生成式 AI 最典型的應用。**所以答案是（A）。
B1260,基礎模式,科目二（04）AI 應用規劃與專案導入,某企業導入生成式影像AI 工具以提升商品圖片處理效率，並允許使用者以自然語言描述編輯需求。下列何者最不屬於該類工具之典型功能範疇？,（A）依指令移除圖片中不需要的物件並修補背景；（B）依指令調整商品影像之光影與色彩風格；（C）依指令將影像中特定元素替換為其他物件；（D）依圖像內容自動判斷商品銷售數據並生成分析報表,D｜依圖像內容自動判斷商品銷售數據並生成分析報表,生成式影像 AI 的典型功能包括物件移除與背景修補（Inpainting）、光影與風格調整，以及依文字指令替換或生成影像中的特定元素。自動判斷商品銷售數據並產出分析報表，主要屬於商業分析或資料分析任務，並非影像生成與編輯工具本身的核心功能，因此答案是（D）。,可以把生成式影像 AI 想成「你用文字告訴它圖片要怎麼改，它就幫你改畫面」。例如「把桌上的杯子移除」、「把背景改成夕陽」、「把鞋子換成黑色」，這些都是典型影像生成或編輯功能。但如果要求它「根據這張商品照算出本月銷售額並做報表」，那需要真正的銷售資料與分析系統，光靠圖片本身做不到可靠的商業分析。**改圖、補圖、換物件屬生成式影像；銷售數據分析不屬於核心功能。**所以答案是（D）。
B1261,基礎模式,科目二（04）AI 應用規劃與專案導入,某電信公司導入以Encoder-Decoder 架構為基礎的智慧客服系統，用於自動回覆用戶的資費查詢與故障申訴。下列何者最能準確敘述該系統中解碼器（Decoder）的作用？,（A）解碼器（Decoder）直接將編碼器（Encoder）的語義表示一次轉換為完整回覆句子，以提升回覆效率；（B）解碼器（Decoder）根據編碼器（Encoder）的語義表示，並結合先前已生成的內容，逐詞產生回覆；（C）解碼器（Decoder）先生成完整回覆句子，再由編碼器（Encoder）進行語意修正；（D）解碼器（Decoder）先產生多個候選回覆句子，再從中選擇語意最適合的一句作為輸出,B｜解碼器（Decoder）根據編碼器（Encoder）的語義表示，並結合先前已生成的內容，逐詞產生回覆,在 Encoder-Decoder 架構中，Encoder 先將輸入內容轉換為語義表示，Decoder 再根據此表示以及先前已生成的 Token，自回歸（Autoregressive）地逐步產生後續輸出。因此 Decoder 並非一次直接產生完整句子，而是依序預測下一個 Token，直到完成回覆，所以答案是（B）。,可以把 Encoder-Decoder 想成「Encoder 負責看懂問題，Decoder 負責一句一句往下寫答案」。例如使用者問「我的手機為什麼不能上網？」，Encoder 先把問題轉成語義資訊，Decoder 再根據這些資訊以及自己前面已經生成的文字，逐步產生下一個 Token。選項（A）錯在「一次產生完整句子」，（C）把先後順序顛倒；（D）描述的候選句選擇並不是 Decoder 的基本核心機制。**Encoder 理解輸入＋Decoder 根據語義與既有輸出逐步生成＝Encoder-Decoder。**所以答案是（B）。
B1262,基礎模式,科目二（04）AI 應用規劃與專案導入,某市政府交通局委託系統商開發公車到站預測系統，開發團隊想導入AI 程式設計助手（如GitHub Copilot、Cursor）來加速開發進度。下列關於AI 程式設計助手的敘述，何者最正確？,（A）AI 程式設計助手可依需求文件自動產生完整系統架構與程式碼，不用再進行人工調整即可上線；（B）AI 程式設計助手主要提供語法與片段建議，對於跨模組邏輯與系統設計的理解仍有限；（C）AI 程式設計助手能根據程式碼上下文與註解提供智慧化建議，但生成內容仍需開發者審查與測試後採用；（D）AI 程式設計助手通常依賴雲端模型運作，在部分受限環境中部署可能受限,C｜AI 程式設計助手能根據程式碼上下文與註解提供智慧化建議，但生成內容仍需開發者審查與測試後採用,AI 程式設計助手可根據程式碼上下文、註解、需求描述與既有專案內容提供程式碼補全、函式生成、修改建議與除錯協助，但其輸出仍可能存在邏輯錯誤、安全漏洞、相依性問題或不符合需求的情況。因此生成內容仍需由開發者進行 Code Review、測試與必要修正後才能採用，所以答案是（C）。,可以把 AI 程式設計助手想成「很快的程式設計助理，不是可以完全放手的工程師」。它可以看著現有程式碼與註解，幫你補函式、改錯誤甚至協助跨檔案修改，但生成的程式仍可能有 Bug、資安問題或理解錯需求，所以不能直接上線。選項（B）說它主要只會語法與片段建議，對現代工具而言過度低估能力；（D）在某些工具或部署情境確實可能成立，但不是最完整描述其核心使用原則。**AI 產生建議＋開發者審查＋測試驗證＝正確使用 AI Coding Assistant。**所以答案是（C）。
B1263,基礎模式,科目二（04）AI 應用規劃與專案導入,某製造業導入AI 視覺檢測系統，導入前不良品流出率為3%，導入後降至 0.4%。系統導入成本為800 萬元，預估每年可節省350 萬元品質相關成本。請問在評估其投資報酬率（ROI）時，下列何者最符合正確的評估思維？,（A）以每年節省350 萬估算約2.3 年回收期，即可作為完整ROI 評估依據；（B）除每年350 萬節省外，應同時納入無形效益與隱性成本，進行整體評估；（C）因AI 導入成效具不確定性，應待產業案例成熟後再進行投資報酬評估；（D）不良品流出率由3% 降至0.4%，已足以代表投資具高報酬,B｜除每年350 萬節省外，應同時納入無形效益與隱性成本，進行整體評估,評估 AI 視覺檢測系統的投資報酬率（ROI）時，不能只用每年節省 350 萬元與 800 萬元導入成本計算約 2.3 年回收期，還應納入其他可量化或難直接量化的效益，例如客訴下降、品牌信任提升、召回風險降低，以及模型維護、設備更新、人員訓練與系統整合等隱性成本。因此答案是（B）。,可以把這題想成「回收期只是 ROI 評估的一部分，不是全部」。800 萬 ÷ 350 萬大約是 2.3 年，確實能算出簡單回收期，但真正評估 AI 專案還要看後續維護費、模型更新費、設備折舊，也要算進不良品下降帶來的客訴減少、品牌形象改善等效益。選項（D）只看不良率下降，也不能直接代表高報酬。**直接效益＋無形效益－完整成本＝較完整的 ROI 評估。**所以答案是（B）。
B1264,基礎模式,科目二（04）AI 應用規劃與專案導入,某物流公司計劃導入生成式AI 來預測交通流量並優化配送路線，預期每月處理 500 萬筆路況資料。在進行成本效益評估時，下列何者不屬於TCO（Total Cost of Ownership）分析中的直接成本考量？,（A）模型推理過程中API 呼叫所產生的Token 使用費用；（B）為支援即時路況分析所需的雲端運算與儲存資源成本；（C）導入系統後因配送效率提升所帶來的燃油與車輛維運成本下降；（D）為模型訓練與優化所投入的GPU 運算資源與相關基礎設施成本,C｜導入系統後因配送效率提升所帶來的燃油與車輛維運成本下降,TCO（Total Cost of Ownership，總體擁有成本）中的直接成本，通常包含模型推理的 API／Token 使用費、雲端運算與儲存費，以及模型訓練、微調與優化所需的 GPU 與基礎設施成本。配送效率提升後所節省的燃油與車輛維運成本，屬於導入 AI 後產生的效益或成本節省，而不是 AI 系統本身的直接擁有成本，因此答案是（C）。,可以把 TCO 想成「為了把 AI 系統建起來、跑起來、維持下去，需要花哪些錢」。API Token、雲端主機、儲存空間、GPU 都是企業真的要付出去的成本；但因為路線變好而少花的油錢、車輛維修費，是系統導入後幫公司省下來的錢，屬於效益。**花出去的錢＝TCO 成本；因 AI 導入而省下來的錢＝效益。**所以答案是（C）。
B1265,基礎模式,科目二（04）AI 應用規劃與專案導入,某銀行導入AI 理財助理供行員查詢客戶資訊。上線後發現，系統在部分對話中主動提及特定客戶的資產規模與交易紀錄，但這些資訊並未出現在當次輸入中。經調查已排除外部入侵、資料庫存取異常與輸入觸發問題。請問下列何者最可能是此次事件的根本原因？,（A）行員在查詢過程中無意間輸入了特定關鍵字，觸發系統從資料庫中調用其他客戶的完整資料；（B）模型在訓練階段過度記憶了含有真實客戶資訊的訓練資料，在特定對話情境下將這些內容重新輸出；（C）客戶行為隨市場變化改變，導致模型對敏感資訊的判斷能力下降；（D）系統在不同使用者之間短暫共享對話上下文，導致部分資訊被誤帶入其他對話流程,B｜模型在訓練階段過度記憶了含有真實客戶資訊的訓練資料，在特定對話情境下將這些內容重新輸出,在已排除外部入侵、資料庫異常存取、輸入觸發及跨使用者上下文混用等因素後，最可能的原因是模型在訓練過程中對含有真實客戶資訊的資料產生記憶化（Memorization）。當模型過度擬合或記住特定敏感內容時，可能在特定提示或語境下重新產生訓練資料中的個人資訊，形成隱私洩漏風險，因此答案是（B）。,可以把這題想成「不是系統去資料庫偷查，而是模型以前訓練時就把某些敏感資料背下來了」。例如訓練資料曾包含某位客戶的資產與交易紀錄，模型雖然不是資料庫，卻可能在特定對話情境下把曾經記住的內容重新吐出來，這就是 Memorization 帶來的隱私風險。題目已經明確排除資料庫誤調、關鍵字觸發與不同使用者上下文混用，因此最合理的是訓練資料記憶化 → 敏感資訊被重新輸出。所以答案是（B）。
O1,官方考題模式,官方模擬考｜114年第四梯次｜第一科：人工智慧基礎概論,在人工智慧系統的決策流程中，下列哪一種情境最符合「人在迴圈上（Human-over-the-loop）」所強調的監督機制？,（A）AI 系統只能提供建議，人類需主動下達命令才能進行決策；（B）人類對 AI 的運行進行日常監督，必要時可立即介入修正或干預；（C）人類平時不參與 AI 的運作，僅在發生異常或重大錯誤時才接手控制；（D）AI 的所有判斷與行動在執行前，皆須經過人類逐一審核與批准,B｜人類對 AI 的運行進行日常監督，必要時可立即介入修正或干預,人在迴圈上（Human-over-the-loop）強調 AI 系統可在日常情境中自主運作，但人類持續進行監督，並保有在必要時介入、修正或停止系統的權限。這與所有決策都必須事前由人類核准的 Human-in-the-loop 不同，因此答案是（B）。,可以把 Human-over-the-loop 想成「AI 平常自己跑，人類站在上面監看，必要時才出手」。例如自動化風控系統平時可自行運作，但主管會持續監看結果，一旦發現異常就能立即介入。選項（D）比較像 Human-in-the-loop，因為每個決策都要人類先核准；選項（C）則比較接近只在例外或事故發生時才接手。**持續監督＋必要時介入＝Human-over-the-loop。**所以答案是（B）。
O2,官方考題模式,官方模擬考｜114年第四梯次｜第一科：人工智慧基礎概論,下列哪一種特徵工程技巧，最適合將「星期幾」和「24 小時制時間」這兩個欄位結合，以預測通勤時間？,（A）One-hot 編碼（One-hot encoding）；（B）正規化（Normalization）；（C）特徵交叉（Feature Cross）；（D）寬深模型（Wide and Deep）,C｜特徵交叉（Feature Cross）,特徵交叉（Feature Cross）可將兩個或多個原始特徵組合成新的交互特徵，用來捕捉單一特徵無法表達的關係。例如將「星期幾」與「24 小時制時間」交叉後，可讓模型學習「星期一早上 8 點」與「星期日早上 8 點」具有不同通勤模式，因此答案是（C）。,可以把 Feature Cross 想成「不是只看星期幾，也不是只看幾點，而是看『星期幾＋幾點』這個組合」。例如星期一 8:00 通常是上班尖峰，但星期日 8:00 可能非常順暢，如果只分別看「星期」和「時間」，可能不容易完整表達這種交互作用。One-hot 只是把類別轉成向量，Normalization 是縮放數值，Wide and Deep 則是一種模型架構。**把兩個特徵組合來學交互關係＝Feature Cross。**所以答案是（C）。
