id,mode,source,exam,subject,scope,type,question_no,question,option_a,option_b,option_c,option_d,answer_letter,answer_text,explanation,guide_subject,guide_chapter,guide_pdf_page,notes
B1167,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,選擇題,1167,CLIP 與DINO 皆屬於自監督學習（Self-supervised Learning）模型，但其訓練資料來源有所不同。下列何者最能正確敘述兩者在訓練資料型態上的差異？,皆使用有標註圖像資料進行監督式學習,皆使用未標註圖像資料進行自監督學習,CLIP 使用圖像與文字配對資料，DINO 使用未標註圖像資料,CLIP 使用未標註圖像資料，DINO 使用圖像與文字配對資料,C,CLIP 使用圖像與文字配對資料，DINO 使用未標註圖像資料,這題的正確答案是「CLIP 使用圖像與文字配對資料，DINO 使用未標註圖像資料」。自監督學習屬於機器學習中的資料利用方法。它不需要人工逐筆標註答案，而是從資料本身設計學習任務，讓模型先學到資料的表示能力。所以題目如果強調從未標記資料中自行建立訓練訊號，就要連到自監督學習。因此，「CLIP 使用圖像與文字配對資料，DINO 使用未標註圖像資料」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1168,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,選擇題,1168,關於傳統 Transformer 架構處理長序列或長文件時的限制，下列敘述何者最正確？,模型在推理時僅能依賴固定長度的上下文窗口，無法同時處理分散於全文的資訊,模型能記住的內容取決於訓練語料，推理時遇到新內容可能無法應對,Transformer 在長序列處理時效率下降，但仍可完整處理所有輸入內容,每次推理後 Transformer 都需重新訓練才能記住新的資訊,A,模型在推理時僅能依賴固定長度的上下文窗口，無法同時處理分散於全文的資訊,這題的正確答案是「模型在推理時僅能依賴固定長度的上下文窗口，無法同時處理分散於全文的資訊」。Transformer 屬於自然語言處理與大型語言模型的重要架構。它利用注意力機制處理序列資料，能掌握詞語之間較長距離的關係，因此很適合語言理解與生成任務。所以題目如果問 NLP 中處理上下文、語境或長距離依賴的能力，就要連到 Transformer。因此，「模型在推理時僅能依賴固定長度的上下文窗口，無法同時處理分散於全文的資訊」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1169,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,選擇題,1169,小明剛加入一間電商公司擔任 AI 專案的業務窗口，在與技術團隊的交接會議中，工程師說明模型訓練時，會持續比對預測值與實際值之間的差距，並透過一套機制逐步調整模型內部參數，直到預測結果趨於穩定為止。請問工程師敘述的是深度學習中哪個元件的功能？,優化器（Optimizer）,資料前處理模組,模型架構,激活函數（Activation Function）,A,優化器（Optimizer）,這題的正確答案是「優化器（Optimizer）」。機器學習是人工智慧中的重要方法，重點是讓模型從資料中學習規律。它可以用來分類、預測、分群或找出資料模式；題目中的答案通常是某個訓練、評估或應用的小概念。所以作答時要先判斷題目在問資料、模型、訓練方式，還是評估指標。因此，「優化器（Optimizer）」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1170,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,選擇題,1170,某醫療AI 系統使用深度學習模型分析胸腔X 光影像，判斷患者是否罹患肺炎。醫院評估委員會要求系統必須能夠標示「影像中哪些區域對本次診斷判斷影響最大」，以供放射科醫師進行審核確認。下列哪一種可解釋AI 技術最能直接滿足「標示影像中對預測結果影響最大的區域」此一需求？,LIME（Local Interpretable Model-agnostic Explanations）,SHAP（SHapley Additive exPlanations）,"部分依賴圖（Partial Dependence Plot, PDP）",顯著性圖（Saliency Map）,D,顯著性圖（Saliency Map）,這題的正確答案是「顯著性圖（Saliency Map）」。AI 治理屬於 AI 導入與管理的大概念。它的重點是讓 AI 系統在設計、部署與使用時兼顧公平性、透明度、可解釋性、責任歸屬、隱私與風險控管。所以題目如果問制度、規範、監督或風險控管，就要從治理角度判斷。因此，「顯著性圖（Saliency Map）」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1171,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,選擇題,1171,某電商平台希望偵測異常評論行為，例如大量重複貼文或疑似機器人生成的評論。由於此類異常樣本難以事先完整標記，系統主要依據大量正常評論的分布來識別偏離行為。下列哪一種機器學習框架最能滿足此系統的設計需求？,非監督式學習（Unsupervised Learning）的關聯規則挖掘，從評論中找出常見字詞組合,監督式學習（Supervised Learning）的二元分類，從已標記資料學習分類模型,半監督式學習（Semi-supervised Learning）的異常偵測，辨識偏離正常分布的評論行為,強化學習（Reinforcement Learning），透過回饋機制優化評論判斷策略,C,半監督式學習（Semi-supervised Learning）的異常偵測，辨識偏離正常分布的評論行為,這題的正確答案是「半監督式學習（Semi-supervised Learning）的異常偵測，辨識偏離正常分布的評論行為」。鑑別式 AI 是和生成式 AI 相對的任務類型，重點不是產生新內容。它主要根據輸入資料做分類、判斷、偵測或預測，例如判斷是否詐欺、是否垃圾郵件、或某筆資料屬於哪一類。所以題目如果問判斷資料類別、偵測結果或預測風險，就要連到鑑別式 AI。因此，「半監督式學習（Semi-supervised Learning）的異常偵測，辨識偏離正常分布的評論行為」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1172,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜鑑別式 AI 與生成式 AI 概念,科目一｜鑑別式 AI 與生成式 AI 概念,選擇題,1172,"在命名實體辨識（Named Entity Recognition, NER）任務中，模型需根據整句文字判斷每個詞的標籤，並考慮詞與詞之間的關聯性。若採用 Conditional Random Field（CRF）作為模型，下列何者最能描述其模型類型？",生成式模型（Generative Model）,無監督模型（Unsupervised Model）,鑑別式模型（Discriminative Model）,自迴歸模型（Autoregressive Model）,C,鑑別式模型（Discriminative Model）,這題的正確答案是「鑑別式模型（Discriminative Model）」。鑑別式 AI 是和生成式 AI 相對的任務類型，重點不是產生新內容。它主要根據輸入資料做分類、判斷、偵測或預測，例如判斷是否詐欺、是否垃圾郵件、或某筆資料屬於哪一類。所以題目如果問判斷資料類別、偵測結果或預測風險，就要連到鑑別式 AI。因此，「鑑別式模型（Discriminative Model）」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.4 鑑別式 AI 與生成式 AI 概念,3-48 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1173,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,選擇題,1173,某音樂串流平台希望開發一套AI 系統，能根據平台上累積的大量歌曲資料，自動生成具有不同風格變化的全新旋律，供創作者作為靈感參考。平台技術長在評估方案時強調，系統不能只是播放或拼接既有歌曲片段，也不能僅進行資料的重建，而是要真正學習音樂的結構與風格，並創作出從未出現過的新旋律。請問下列哪一種模型技術最符合此需求？,"K-近鄰演算法（K-Nearest Neighbors, KNN）",自編碼器（Autoencoder）,生成對抗網路（GAN）,隨機森林（Random Forest）,C,生成對抗網路（GAN）,這題的正確答案是「生成對抗網路（GAN）」。機器學習是人工智慧中的重要方法，重點是讓模型從資料中學習規律。它可以用來分類、預測、分群或找出資料模式；題目中的答案通常是某個訓練、評估或應用的小概念。所以作答時要先判斷題目在問資料、模型、訓練方式，還是評估指標。因此，「生成對抗網路（GAN）」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1174,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,選擇題,1174,某資安公司正在評估導入機器學習模型來偵測網路流量中的異常連線行為。技術團隊在比較各種演算法時，其中一位工程師建議採用支援向量機（SVM）。請問下列何者最正確敘述支援向量機的特性？,擅長處理大規模非結構化資料，且模型訓練完成後可自動適應新進資料而無需重新建模,透過多個模型的集體決策來提升預測穩定性，在資料量不足時仍能維持一定的準確率,在高維度且樣本數相對有限的情境下表現良好，但當訓練資料量龐大時運算成本會顯著上升,具備強大的特徵自動萃取能力，特別適合影像與語音等需要逐層抽象化處理的複雜任務,C,在高維度且樣本數相對有限的情境下表現良好，但當訓練資料量龐大時運算成本會顯著上升,這題的正確答案是「在高維度且樣本數相對有限的情境下表現良好，但當訓練資料量龐大時運算成本會顯著上升」。嵌入向量屬於生成式 AI 與資料檢索中的小概念。它會把文字、圖片或其他資料轉成可計算距離的數值向量，方便系統比較語意相似度。所以題目如果強調語意搜尋、相似度比對或知識庫檢索，就要連到嵌入向量。因此，「在高維度且樣本數相對有限的情境下表現良好，但當訓練資料量龐大時運算成本會顯著上升」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1175,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,選擇題,1175,下列哪一項是可解釋人工智慧（XAI）領域，LIME（Local Interpretable Model- agnostic Explanations）最可能被用於的情境？,分析即時通訊系統中訊息傳輸效率的瓶頸,建立機制以強化系統中的資料安全與隱私保護,當某筆貸款申請被模型拒絕時，分析該筆資料中各項因素與結果之間的關聯,監控並優化推薦系統的回應速度與系統效能，以提升整體使用體驗,C,當某筆貸款申請被模型拒絕時，分析該筆資料中各項因素與結果之間的關聯,這題的正確答案是「當某筆貸款申請被模型拒絕時，分析該筆資料中各項因素與結果之間的關聯」。AI 治理屬於 AI 導入與管理的大概念。它的重點是讓 AI 系統在設計、部署與使用時兼顧公平性、透明度、可解釋性、責任歸屬、隱私與風險控管。所以題目如果問制度、規範、監督或風險控管，就要從治理角度判斷。因此，「當某筆貸款申請被模型拒絕時，分析該筆資料中各項因素與結果之間的關聯」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1176,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,選擇題,1176,某信用評分公司導入SHAP（SHapley Additive exPlanations）框架分析機器學習模型的輸出行為。分析師希望了解：「對於某位特定申請人被評為高風險的信用評分，各項輸入特徵分別對這個評分結果貢獻了多少」。下列哪一項最能正確說明SHAP Shapley 值在此情境中所提供的資訊？,各特徵在模型訓練過程中對結果穩定性的影響程度,此申請人的各項特徵，分別讓風險評分上升或下降的影響程度,各特徵在所有客戶資料中對整體預測準確度的影響程度,各特徵在模型中被使用的頻率,B,此申請人的各項特徵，分別讓風險評分上升或下降的影響程度,這題的正確答案是「此申請人的各項特徵，分別讓風險評分上升或下降的影響程度」。機器學習是人工智慧中的重要方法，重點是讓模型從資料中學習規律。它可以用來分類、預測、分群或找出資料模式；題目中的答案通常是某個訓練、評估或應用的小概念。所以作答時要先判斷題目在問資料、模型、訓練方式，還是評估指標。因此，「此申請人的各項特徵，分別讓風險評分上升或下降的影響程度」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1177,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,選擇題,1177,某金融集團評估將大型語言模型導入客服與風控系統，團隊採用如120B 參數等級的超大型語言模型以確保回應品質。請問下列何者最能說明企業在正式環境部署超大型語言模型時，最需要優先考量的因素？,模型參數量龐大，導致每次輸出結果差異極大，難以符合金融業對回應一致性的要求,超大型模型無法支援批次處理，在高併發的客服場景下將造成嚴重的服務瓶頸,推理延遲較高且運算資源消耗龐大，每次請求成本遠高於小型模型，需在模型效能與營運成本之間審慎權衡,模型會依任務複雜度自動調整運算資源配置，因此不需特別考量推理成本,C,推理延遲較高且運算資源消耗龐大，每次請求成本遠高於小型模型，需在模型效能與營運成本之間審慎權衡,這題的正確答案是「推理延遲較高且運算資源消耗龐大，每次請求成本遠高於小型模型，需在模型效能與營運成本之間審慎權衡」。大型語言模型屬於生成式 AI 的重要技術基礎，主要處理與產生自然語言內容。LLM 透過大量文字資料學習語言規律，可以進行摘要、問答、草擬、推理輔助與對話互動。所以題目如果強調文字理解、回答生成、任務步驟推理或語言互動，就要從大型語言模型來判斷。因此，「推理延遲較高且運算資源消耗龐大，每次請求成本遠高於小型模型，需在模型效能與營運成本之間審慎權衡」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1178,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,選擇題,1178,某智慧交通系統在城市主要路口安裝監視攝影機，需即時識別畫面中的汽車、機車、公車等不同車輛類型，並統計各路口的車輛流量以支援號誌控制優化。下列哪一種神經網路架構最適合處理此類影像中的物件類型識別任務？,循環神經網路（RNN），適合處理序列資料,卷積神經網路（CNN），適合處理影像資料,長短期記憶網路（LSTM），適合處理長期依賴,多層感知機（MLP），將輸入資料轉換為數值後進行分類,B,卷積神經網路（CNN），適合處理影像資料,這題的正確答案是「卷積神經網路（CNN），適合處理影像資料」。CNN 屬於機器學習與深度學習中的影像處理模型。它會透過卷積運算擷取圖片中的邊緣、形狀與紋理等局部特徵，因此常用於影像辨識。所以題目如果問最適合處理圖片或圖像辨識的模型，就要連到 CNN。因此，「卷積神經網路（CNN），適合處理影像資料」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1179,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,選擇題,1179,AutoSkill 框架的主要目標是什麼？,建立一個降低對大型語言模型（LLM）依賴的自動化系統,透過持續更新模型參數來提升任務表現,將重複的互動經驗轉化為可重複使用的明確技能模組,透過檢索外部知識來改善模型回應品質,C,將重複的互動經驗轉化為可重複使用的明確技能模組,這題的正確答案是「將重複的互動經驗轉化為可重複使用的明確技能模組」。機器學習是人工智慧中的重要方法，重點是讓模型從資料中學習規律。它可以用來分類、預測、分群或找出資料模式；題目中的答案通常是某個訓練、評估或應用的小概念。所以作答時要先判斷題目在問資料、模型、訓練方式，還是評估指標。因此，「將重複的互動經驗轉化為可重複使用的明確技能模組」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1180,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜人工智慧概念,科目一｜人工智慧概念,選擇題,1180,某大型語言模型（LLM）在訓練過程中，研究人員發現模型在生成文本時，長期集中產生少數幾種相似的回應形式，缺乏多樣性。下列何者最能說明此現象及其可能原因？,過度擬合（Overfitting）,模式崩潰（Mode Collapse）,梯度消失（Vanishing Gradient）,模型收斂速度（Convergence Rate）,B,模式崩潰（Mode Collapse）,這題的正確答案是「模式崩潰（Mode Collapse）」。大型語言模型屬於生成式 AI 的重要技術基礎，主要處理與產生自然語言內容。LLM 透過大量文字資料學習語言規律，可以進行摘要、問答、草擬、推理輔助與對話互動。所以題目如果強調文字理解、回答生成、任務步驟推理或語言互動，就要從大型語言模型來判斷。因此，「模式崩潰（Mode Collapse）」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.1 人工智慧概念,3-1 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1181,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,選擇題,1181,某電商平台建置機器學習模型，用於預測用戶在瀏覽特定商品後的購買機率。模型上線初期表現穩定，但維運團隊在定期審查中發現兩種不同情形：情形甲：模型上線半年後恰逢消費趨勢轉變，過去高購買意願的用戶行為模式（如長時間停留商品頁）不再是強烈的購買訊號，即便輸入特徵分布與訓練期相近，模型預測準確率仍明顯下降。情形乙：平台新增了行動裝置端的入口，新用戶的年齡分布、裝置類型與使用時段特徵與原訓練資料差異顯著，導致模型對這批用戶的預測偏差增大。下列哪一項最能正確對應兩種情形所屬的模型劣化類型？,甲為資料漂移（Data Drift）、乙為概念漂移（Concept Drift）,甲為概念漂移（Concept Drift）、乙為資料漂移（Data Drift）,甲為模型過擬合（Overfitting）、乙為資料漂移（Data Drift）,甲與乙均屬概念漂移（Concept Drift），因為兩者都導致模型預測準確率下降,B,甲為概念漂移（Concept Drift）、乙為資料漂移（Data Drift）,這題的正確答案是「甲為概念漂移（Concept Drift）、乙為資料漂移（Data Drift）」。偏差與變異權衡屬於機器學習模型泛化能力的核心概念。偏差太高容易欠擬合，變異太高容易過擬合；好的模型需要在兩者之間取得平衡。所以題目如果問避免過擬合或欠擬合的取捨，就要連到偏差與變異權衡。因此，「甲為概念漂移（Concept Drift）、乙為資料漂移（Data Drift）」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1182,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜鑑別式 AI 與生成式 AI 概念,科目一｜鑑別式 AI 與生成式 AI 概念,選擇題,1182,某資安公司目前以鑑別式AI 偵測已知網路攻擊。為因應新型變種攻擊，研究人員計劃利用生成式AI 模擬可能的攻擊流量，並納入防禦模型訓練。下列何者最能說明此做法對鑑別式AI 防禦模型的主要助益？,生成式AI 可取代真實攻擊資料，降低蒐集成本,生成式AI 可直接負責防禦決策，取代原有模型,模擬攻擊資料可使模型自動轉為生成式架構,將模擬攻擊納入訓練，可提升模型對未知攻擊的辨識能力,D,將模擬攻擊納入訓練，可提升模型對未知攻擊的辨識能力,這題的正確答案是「將模擬攻擊納入訓練，可提升模型對未知攻擊的辨識能力」。鑑別式 AI 是和生成式 AI 相對的任務類型，重點不是產生新內容。它主要根據輸入資料做分類、判斷、偵測或預測，例如判斷是否詐欺、是否垃圾郵件、或某筆資料屬於哪一類。所以題目如果問判斷資料類別、偵測結果或預測風險，就要連到鑑別式 AI。因此，「將模擬攻擊納入訓練，可提升模型對未知攻擊的辨識能力」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.4 鑑別式 AI 與生成式 AI 概念,3-48 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1183,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目一｜機器學習概念,科目一｜機器學習概念,選擇題,1183,某企業已部署一套預訓練大型語言模型作為內部知識問答系統，主要用於查詢人資、財務與法遵相關的內部規範。由於公司內規每月都會滾動更新，管理層要求系統在文件更新後必須能立即反映最新內容，不能等待模型重新訓練。技術團隊正在評估應採用檢索增強生成（RAG）還是微調（Fine-tuning）來因應此需求。請問下列哪一項評估最為正確？,採用Fine-tuning 較為適合，只要定期將更新後的內規文件加入訓練資料，模型便能即時反映最新規範內容,採用RAG 較為適合，將更新後的文件同步至外部知識庫，模型即可在不重新訓練的情況下立即查詢最新內容,採用Fine-tuning 較為適合，因為模型經過內規語料訓練後，回應品質會優於透過RAG 生成的答案,兩者皆可達成需求，差異僅在於建置成本高低，與系統能否即時反映更新內容無關,B,採用RAG 較為適合，將更新後的文件同步至外部知識庫，模型即可在不重新訓練的情況下立即查詢最新內容,這題的正確答案是「採用RAG 較為適合，將更新後的文件同步至外部知識庫，模型即可在不重新訓練的情況下立即查詢最新內容」。RAG 屬於生成式 AI 應用架構中的小概念，目的是讓模型回答時不要只靠自身記憶。RAG 會先從外部資料庫、文件或知識庫檢索相關內容，再讓模型根據找到的資料生成回答。所以題目如果強調「外部資料」、「可追溯來源」、「資料頻繁更新」或「降低重新訓練成本」，就要連到 RAG。因此，「採用RAG 較為適合，將更新後的文件同步至外部知識庫，模型即可在不重新訓練的情況下立即查詢最新內容」最能直接回應題目所問。,科目一｜人工智慧基礎概論,3.3 機器學習概念,3-33 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1184,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,選擇題,1184,一家會計師事務所希望透過Low-Code 工具，自動處理客戶提交的各類費用報銷單據，格式涵蓋手寫、PDF 掃描、電子發票等多種形式，且各企業的科目分類規則均不相同。負責評估的專案經理正在比較兩種方案：方案甲為「直接呼叫基礎語言模型API 進行單據內容解析與分類」，方案乙為「使用內建RAG 元件，比對過去已正確分類的報銷單據」。下列分析何者最為正確？,方案甲優於方案乙，因為基礎語言模型具備更廣泛的通用知識，足以應對所有格式變化,方案乙優於方案甲，因為RAG 能提供歷史分類案例作為參考上下文，顯著提升非結構化文件的分類準確率,兩者效果相同，差異僅在於系統複雜度，應優先選擇建置較簡單的方案甲,可透過預先設定固定分類規則的方式處理報銷單據，以提升處理效率並降低系統複雜度,B,方案乙優於方案甲，因為RAG 能提供歷史分類案例作為參考上下文，顯著提升非結構化文件的分類準確率,這題的正確答案是「方案乙優於方案甲，因為RAG 能提供歷史分類案例作為參考上下文，顯著提升非結構化文件的分類準確率」。RAG 屬於生成式 AI 應用架構中的小概念，目的是讓模型回答時不要只靠自身記憶。RAG 會先從外部資料庫、文件或知識庫檢索相關內容，再讓模型根據找到的資料生成回答。所以題目如果強調「外部資料」、「可追溯來源」、「資料頻繁更新」或「降低重新訓練成本」，就要連到 RAG。因此，「方案乙優於方案甲，因為RAG 能提供歷史分類案例作為參考上下文，顯著提升非結構化文件的分類準確率」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1185,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 導入評估規劃,科目二｜生成式 AI 導入評估規劃,選擇題,1185,"某客服主管希望在Low-Code 平台中設定自動化流程：當客戶訊息被AI 判定為 「退費意圖」，且退費金額大於10,000 元時，即自動發送緊急通知給主管。此需求最可能透過下列哪一種元件實現？",條件分支（Branching / Router），依據多重條件判斷流程走向,資料格式化（Formatter），用於整理與轉換流程中的資料格式,迭代／迴圈（Iterator），逐筆處理多筆資料並依序執行流程,陣列聚合器（Array Aggregator），將多筆資料整合後再進行後續處理,A,條件分支（Branching / Router），依據多重條件判斷流程走向,這題的正確答案是「條件分支（Branching / Router），依據多重條件判斷流程走向」。No Code／Low Code 屬於 AI 應用導入工具中的小概念。它的重點是降低開發門檻，讓非工程背景人員也能透過拖拉介面、範本或少量設定建立應用。所以題目若強調不會寫程式、快速建立流程或降低開發門檻，就要連到 No Code／Low Code。因此，「條件分支（Branching / Router），依據多重條件判斷流程走向」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.3 生成式 AI 導入評估規劃,3-31 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1186,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,選擇題,1186,某人資部門使用Dify 平台建立了一個AI 面試輔助機器人，協助HR 在面試過程中即時查詢應徵者的過往提問紀錄。然而測試時發現，機器人完全無法記住同一位應徵者在五分鐘前說過的話，每次回應都像是全新對話。以下哪個措施能從根本上解決此問題？,提升語言模型的溫度參數（Temperature）,在每次API 請求中，手動將歷史對話內容（Chat History）一併打包送入模型進行推理,改用具備更多參數的大型多模態模型，以強化跨輪對話的理解能力,為伺服器增加記憶體容量，擴充系統可儲存的對話快取空間,B,在每次API 請求中，手動將歷史對話內容（Chat History）一併打包送入模型進行推理,這題的正確答案是「在每次API 請求中，手動將歷史對話內容（Chat History）一併打包送入模型進行推理」。API 與 Token 成本屬於生成式 AI 系統導入與營運成本中的小概念。API 是系統呼叫模型服務的介面，Token 則常用來計算文字輸入與輸出的使用量與費用。所以題目如果強調模型呼叫、用量費、推理成本或系統串接，就要連到 API 與 Token。因此，「在每次API 請求中，手動將歷史對話內容（Chat History）一併打包送入模型進行推理」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
B1187,基礎學習模式,第三方教師／工程師整理練習題庫（非 iPAS 官方公告試題）,基礎學習模式｜1265 題,科目二｜生成式 AI 應用領域與工具使用,科目二｜生成式 AI 應用領域與工具使用,選擇題,1187,在使用API 串接生成式AI 服務時，Token 會影響模型的計費。請問下列何者最正確敘述 Token 在LLM 應用中的意義？,Token 是模型將文字切分後的基本單位，通常與字詞或子詞對應，文件長度與Token 數量具有一定關聯性,Token 是模型用來表示整段文字語意的向量單位，用於理解輸入內容的語意結構,Token 的數量會影響模型的輸入輸出長度與計費，而上下文長度受限於模型可處理的最大 Token 數量,Token 只影響模型的運算速度，不影響API 的使用成本,C,Token 的數量會影響模型的輸入輸出長度與計費，而上下文長度受限於模型可處理的最大 Token 數量,這題的正確答案是「Token 的數量會影響模型的輸入輸出長度與計費，而上下文長度受限於模型可處理的最大 Token 數量」。大型語言模型屬於生成式 AI 的重要技術基礎，主要處理與產生自然語言內容。LLM 透過大量文字資料學習語言規律，可以進行摘要、問答、草擬、推理輔助與對話互動。所以題目如果強調文字理解、回答生成、任務步驟推理或語言互動，就要從大型語言模型來判斷。因此，「Token 的數量會影響模型的輸入輸出長度與計費，而上下文長度受限於模型可處理的最大 Token 數量」最能直接回應題目所問。,科目二｜生成式 AI 應用與規劃,3.2 生成式 AI 應用領域與工具使用,3-17 起,AI 教學詳解為讀書輔助；本題庫非 iPAS 官方公告試題。
